player_name,team_name,position,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,id,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player_name_lower,Player Name,Age,Market Value,Club,Nationality,Market Value Num,log_Market_Value,Age_sq,per90,goals_per90,assists_per90,xG_per90,xA_per90,Club_Avg_Value,Position_Central Midfield,Position_Centre-Back,Position_Centre-Forward,Position_Defensive Midfield,Position_Left Midfield,Position_Left Winger,Position_Left-Back,Position_Right Midfield,Position_Right Winger,Position_Right-Back,Position_Second Striker,Predicted_Market_Value,Value_Difference
Donyell Malen,Aston Villa,F,0,2,28.57142857,40,1,20.0,58,15,73,77.65957447,3,30.0,7,21,1,0,0,10,0,5,6,0,2,0,0,13,2,36,0,0,0.34406701,4.0704,2,0,14.81481481,0,4,5,0.0,18,38.29787234,0,0,1,2135737,21,0,7.0,0,5,680.0,1,0,0,0,0,0,0.0,0,0,0,0,65,1,0,6.647619048,0,4,0,0,0,0,0,0,170.0,0.0,0,22,5,12,9,8.0,40.0,0,4,3,75.0,7,1,20,7,21,36.84210526,5,74,20,94,27,1,206,6,0,0,donyell malen,Donyell Malen,26.0,€20.00m,Aston Villa,Netherlands,20000000.0,16.811242881518265,676.0,7.555555555555555,0.5294110640147682,0.13235276600369206,0.5387286987414283,0.045538220464119976,21009523.80952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18718872.0,-1281128.0
Donyell Malen,Aston Villa,F,0,2,28.57142857,40,1,20.0,58,15,73,77.65957447,3,30.0,7,21,1,0,0,10,0,5,6,0,2,0,0,13,2,36,0,0,0.34406701,4.0704,2,0,14.81481481,0,4,5,0.0,18,38.29787234,0,0,1,2135737,21,0,7.0,0,5,680.0,1,0,0,0,0,0,0.0,0,0,0,0,65,1,0,6.647619048,0,4,0,0,0,0,0,0,170.0,0.0,0,22,5,12,9,8.0,40.0,0,4,3,75.0,7,1,20,7,21,36.84210526,5,74,20,94,27,1,206,6,0,0,donyell malen,Donyell Malen,26.0,€20.00m,Aston Villa,Netherlands,20000000.0,16.811242881518265,676.0,7.555555555555555,0.5294110640147682,0.13235276600369206,0.5387286987414283,0.045538220464119976,21009523.80952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18718872.0,-1281128.0
Leon Bailey,Aston Villa,M,5,5,29.41176471,55,2,50.0,66,23,89,76.06837607,4,50.0,4,11,1,0,0,25,1,0,3,0,2,0,0,7,4,39,0,0,1.42727726,0.3028,5,0,0.0,0,0,1,0.0,16,31.37254902,0,0,0,2609374,28,1,10.0,0,2,364.0,1,0,0,0,0,0,0.0,0,0,0,0,82,3,0,6.609090909,0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,2,1,5.0,20.83333333,0,7,4,57.14285714,10,10,24,17,20,33.89830508,4,89,28,117,6,0,213,4,1,0,leon bailey,Leon Bailey,27.0,€25.00m,Aston Villa,Jamaica,25000000.0,17.034386422832473,729.0,4.044444444444444,0.0,0.2472521359150486,0.07486794675507671,0.35289735107797815,21009523.80952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18607452.0,-6392548.0
Ian Maatsen,Aston Villa,D,11,11,22.0,200,25,69.44444444,304,263,567,85.90909091,16,59.25925926,11,27,1,0,0,75,4,1,5,2,54,0,0,22,22,95,0,1,2.26113329,1.2366,15,0,0.0,0,0,1,0.0,72,46.15384615,0,0,0,2163589,93,15,23.0,0,15,1437.0,1,0,0,0,0,0,0.0,0,0,0,0,250,3,0,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0,12,6,8,5,18.0,41.86046512,0,36,28,77.77777778,23,32,43,50,88,48.08743169,36,364,296,660,18,0,1144,18,2,0,ian maatsen,Ian Maatsen,23.0,€25.00m,Aston Villa,Netherlands,25000000.0,17.034386422832473,529.0,15.966666666666667,0.0,0.06263044094126873,0.07744880326797289,0.14161577497968164,21009523.80952381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22121946.0,-2878054.0
Lamare Bogarde,Aston Villa,M,4,1,50.0,93,6,37.5,201,224,425,89.66244726,9,37.5,15,26,0,0,0,39,0,0,0,1,20,0,0,9,5,51,1,2,0.20190355,0.0,17,0,0.0,0,0,0,0.0,45,55.55555556,0,0,0,2163597,49,4,2.0,0,10,1021.0,0,6,0,0,0,0,0.0,0,0,0,0,81,2,0,6.592,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2.0,28.57142857,0,25,17,68.0,2,9,7,2,54,51.42857143,16,231,243,474,0,0,625,18,5,0,lamare bogarde,Lamare Bogarde,21.0,€1.70m,Aston Villa,Netherlands,1700000.0,14.346139397261565,441.0,11.344444444444445,0.0,0.0,0.0,0.0177975548307548,21009523.80952381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3808093.0,2108093.0
Harvey Elliott,Aston Villa,M,0,1,33.33333333,41,1,20.0,59,10,69,84.14634146,1,50.0,1,5,0,0,0,4,0,0,4,0,1,0,0,0,0,2,0,0,0.09142751,0.291,0,0,0.0,0,0,0,0.0,2,66.66666667,0,0,0,2176554,13,0,1.0,0,1,117.0,0,1,0,0,0,0,0.0,0,0,0,0,18,1,0,6.52,0,0,0,0,0,0,0,0,0.0,0.0,0,4,1,1,0,0.0,0.0,0,0,0,0.0,1,4,1,3,3,60.0,5,69,13,82,5,0,103,2,0,0,harvey elliott,Harvey Elliott,22.0,€25.00m,Liverpool FC,England,25000000.0,17.034386422832473,484.0,1.3,0.0,0.0,0.22384443196590792,0.07032831285913185,49166666.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22103304.0,-2896696.0
Andrés García,Aston Villa,D,0,0,0.0,5,0,0.0,15,10,25,100.0,0,0.0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,1,3,0,0,0.01416046,0.0,0,0,0.0,0,0,0,0.0,1,25.0,0,0,0,2558248,0,0,0.0,0,0,60.0,0,0,0,0,0,0,0.0,0,0,0,0,8,0,0,6.45,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,1,100.0,0,0,1,4,1,25.0,0,15,10,25,0,0,39,0,0,0,andrés garcía,Andrés García,22.0,€2.20m,Aston Villa,Spain,2200000.0,14.603968372873895,484.0,0.6666666666666666,0.0,0.0,0.0,0.021240371394429084,21009523.80952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7439655.5,5239655.5
Marcos Senesi,Bournemouth,D,137,8,32.0,302,164,37.52860412,707,932,1639,77.4208786,88,48.61878453,93,34,5,0,0,141,7,2,4,9,237,0,0,13,26,163,0,2,4.59761469,1.5218,31,0,0.0,75,0,5,0.0,98,58.33333333,0,0,1,2134415,478,53,24.0,0,34,3020.0,1,42,0,0,0,0,0.0,0,0,0,1,556,2,0,7.214705882,0,0,0,0,0,0,0,0,0.0,0.0,0,10,7,8,5,6.0,75.0,0,59,32,54.23728814,24,316,8,25,186,53.29512894,437,1067,1050,2117,17,4,2743,34,8,0,marcos senesi,Marcos Senesi,28.0,€18.00m,AFC Bournemouth,Argentina,18000000.0,16.705882371415992,784.0,33.55555555555556,0.0,0.1490065781106224,0.045351642113749036,0.13701496648560602,13978125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15498079.0,-2501921.0
Alex Scott,Bournemouth,M,46,14,17.07317073,254,49,41.17647059,570,539,1109,84.72116119,34,53.96825397,29,35,1,0,0,176,4,2,14,6,74,0,0,25,22,138,0,1,2.92852875,3.8057,40,0,6.818181818,0,3,4,0.0,140,56.2248996,0,0,1,2134459,200,36,27.0,2,32,2680.0,1,14,0,1,0,1,0.0,0,0,0,0,364,13,0,7.064705882,0,1,0,0,0,0,0,0,893.3333333,0.0,2,16,28,17,13,28.0,54.90196078,0,56,36,64.28571429,26,104,51,82,174,55.76923077,119,728,581,1309,44,3,1891,57,4,0,alex scott,Alex Scott,21.0,€15.00m,AFC Bournemouth,England,15000000.0,16.52356082573315,441.0,29.77777777777778,0.10074623482402562,0.03358207827467521,0.1278033152899314,0.09834608171213674,13978125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14977082.0,-22918.0
James Hill,Bournemouth,D,18,2,18.18181818,71,45,29.60526316,219,453,672,76.62485747,102,66.23376623,52,26,3,0,0,69,2,1,1,5,149,0,0,4,11,77,0,2,1.13292688,0.7951,11,0,0.0,4,0,3,0.0,49,66.21621622,0,0,1,2134425,205,35,11.0,0,19,1850.0,2,14,2,0,0,0,0.0,0,0,0,0,292,1,0,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0,8,3,8,2,2.0,100.0,0,37,20,54.05405405,11,74,2,11,151,66.22807018,152,379,498,877,11,2,1295,12,3,0,james hill,James Hill,23.0,€150k,AFC Bournemouth,England,150000.0,11.918397239722838,529.0,20.555555555555557,0.0,0.14594587494525002,0.038680521722989435,0.055115334916864094,13978125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376464.28,226464.28125
Lewis Cook,Bournemouth,M,13,10,22.72727273,85,25,46.2962963,244,179,423,86.32653061,9,36.0,16,16,1,0,0,62,0,0,1,1,26,0,1,3,6,34,0,0,0.53525895,0.077,8,0,0.0,0,0,1,0.0,33,64.70588235,0,0,0,2261019,67,24,11.0,0,8,892.0,0,6,0,0,0,0,0.0,0,0,0,0,118,5,0,6.88,1,0,0,0,0,0,0,0,0.0,0.0,0,0,3,2,0,3.0,75.0,0,25,16,64.0,11,28,4,44,42,55.26315789,54,300,190,490,3,0,674,5,1,0,lewis cook,Lewis Cook,28.0,€10.00m,AFC Bournemouth,England,10000000.0,16.118095750958314,784.0,9.911111111111111,0.0,0.10089675918488424,0.007769050457236085,0.05400589337970399,13978125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8644352.0,-1355648.0
Tyler Adams,Bournemouth,M,12,2,66.66666667,162,27,46.55172414,396,370,766,86.84807256,23,52.27272727,21,22,2,0,0,81,1,0,2,4,36,0,0,9,17,81,0,1,0.57458055,0.5822,29,0,22.22222222,0,2,4,0.0,56,48.27586207,0,0,0,2134463,116,29,6.0,0,19,1551.0,1,7,0,0,0,0,0.0,0,0,0,0,155,6,0,6.828571429,0,2,0,0,0,0,0,0,775.5,0.0,0,4,5,1,6,5.0,45.45454545,0,42,19,45.23809524,6,23,11,3,79,49.375,58,473,409,882,9,0,1137,12,7,0,tyler adams,Tyler Adams,26.0,€12.00m,AFC Bournemouth,United States,12000000.0,16.300417291085605,676.0,17.233333333333334,0.11605409126455052,0.11605409126455052,0.03378334596711066,0.033341211794267814,13978125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12707490.0,707490.0
Eli Junior Kroupi,Bournemouth,F,11,1,10.0,98,13,65.0,176,112,288,74.41860465,8,27.5862069,21,30,0,0,0,56,3,3,15,0,31,0,0,17,8,89,0,1,1.28027418,7.901,23,0,27.90697674,0,12,12,0.0,34,33.33333333,1,0,0,2134449,99,8,21.0,2,18,1462.0,4,0,0,0,2,0,100.0,0,2,0,0,186,19,0,6.817241379,0,9,0,0,0,0,0,0,121.8333333,0.0,0,30,13,8,20,14.0,41.17647059,0,9,6,66.66666667,21,19,34,10,42,32.0610687,20,252,135,387,43,1,636,11,5,0,eli junior kroupi,Eli Junior Kroupi,19.0,€10.00m,AFC Bournemouth,France,10000000.0,16.118095750958314,361.0,16.244444444444444,0.7387136355388018,0.0,0.4863813695326727,0.07881299949952152,13978125.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9932780.0,-67220.0
Ryan Christie,Bournemouth,M,25,3,18.75,136,23,40.35087719,255,149,404,77.84200385,13,48.14814815,14,25,0,0,0,60,2,1,10,0,17,0,0,15,14,78,0,1,0.80028077,1.9194,16,0,8.0,0,2,2,0.0,64,50.0,0,0,0,2163506,115,11,10.0,1,8,945.0,1,4,0,0,0,1,0.0,0,0,0,0,186,11,0,6.76,0,1,0,0,0,0,0,0,472.5,0.0,0,9,16,7,8,19.0,48.71794872,0,26,16,61.53846154,10,51,39,16,77,49.67741935,57,344,175,519,25,0,746,20,3,0,ryan christie,Ryan Christie,30.0,€5.00m,AFC Bournemouth,Scotland,5000000.0,15.424948670398354,900.0,10.5,0.19047600907046755,0.0,0.18279982590492772,0.07621714360272037,13978125.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6106221.0,1106221.0
Adrien Truffert,Bournemouth,D,30,30,22.05882353,330,35,30.97345133,637,557,1194,83.26359833,44,44.89795918,54,35,3,0,0,173,4,0,5,10,138,0,0,24,28,181,1,2,2.6047277,0.9877,37,0,7.142857143,0,1,4,0.0,148,53.81818182,0,0,0,2134435,240,47,25.0,1,35,3110.0,0,10,0,0,0,0,0.0,0,0,0,0,477,6,0,6.731428571,0,0,0,0,0,0,0,0,3110.0,0.0,0,6,8,5,4,28.0,42.42424242,0,90,48,53.33333333,25,70,66,136,192,51.47453083,113,798,636,1434,14,1,2408,30,4,0,adrien truffert,Adrien Truffert,23.0,€10.00m,AFC Bournemouth,France,10000000.0,16.118095750958314,529.0,34.55555555555556,0.028938898377810756,0.08681669513343226,0.02858294992776368,0.07537795021216874,13978125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10548331.0,548331.0
Marcus Tavernier,Bournemouth,M,17,16,16.0,374,27,38.57142857,600,233,833,83.13373253,23,37.70491803,38,31,4,0,0,139,6,8,18,4,35,0,0,39,16,168,0,0,3.88722472,8.601,29,1,9.375,0,6,10,0.0,105,44.68085106,0,0,4,2134413,169,15,44.0,5,28,2480.0,4,5,0,1,2,0,100.0,0,2,0,0,423,21,0,6.729032258,0,1,0,0,0,0,0,0,413.3333333,16.66666667,6,29,35,25,21,36.0,42.85714286,0,36,20,55.55555556,43,40,84,100,128,43.24324324,70,736,266,1002,64,0,1601,33,5,0,marcus tavernier,Marcus Tavernier,26.0,€12.00m,AFC Bournemouth,England,12000000.0,16.300417291085605,676.0,27.555555555555557,0.21774185646464886,0.14516123764309924,0.3121329512420742,0.14106858783801246,13978125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15016326.0,3016326.0
David Brooks,Bournemouth,M,14,11,18.6440678,163,12,46.15384615,257,83,340,77.27272727,6,33.33333333,12,29,3,0,0,55,8,9,17,0,15,0,0,9,19,73,0,0,3.29284613,5.1851,11,0,2.173913043,0,1,4,0.0,46,42.99065421,0,0,1,2134437,100,4,25.0,1,13,1196.0,2,0,0,0,0,0,0.0,0,0,0,0,214,7,0,6.668965517,0,0,0,0,0,0,0,0,1196.0,0.0,2,34,12,17,12,16.0,42.10526316,0,17,11,64.70588235,25,28,38,59,52,41.6,26,336,104,440,46,0,715,13,7,0,david brooks,David Brooks,27.0,€5.00m,AFC Bournemouth,Wales,5000000.0,15.424948670398354,729.0,13.28888888888889,0.07525077949356059,0.22575233848068174,0.39018281675206096,0.2477892380348543,13978125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6859787.0,1859787.0
Evanilson,Bournemouth,F,7,0,0.0,126,4,50.0,214,111,325,75.40603248,44,34.375,84,33,1,0,0,73,3,9,11,2,27,0,0,38,8,166,0,1,1.43058255,9.7478,24,0,9.230769231,0,6,7,0.0,56,40.57971014,2,0,2,2134421,106,6,30.0,2,29,2554.0,28,4,0,0,0,0,0.0,0,0,0,2,230,15,0,6.593939394,0,2,0,0,0,0,0,0,425.6666667,0.0,0,60,5,32,22,14.0,48.27586207,0,10,4,40.0,30,13,29,4,100,37.59398496,8,298,133,431,65,0,772,32,2,0,evanilson,Evanilson,25.0,€30.00m,AFC Bournemouth,Brazil,30000000.0,17.216707972959764,625.0,28.377777777777776,0.21143297169550723,0.03523882861591787,0.34350105358224425,0.05041205330037277,13978125.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18007498.0,-11992502.0
Justin Kluivert,Bournemouth,M,8,8,19.04761905,133,12,75.0,193,78,271,81.62650602,6,21.42857143,22,18,0,0,0,44,3,1,5,0,2,0,0,15,9,74,0,0,1.52075206,2.2492,15,0,12.5,0,2,2,0.0,30,36.58536585,0,0,1,2163514,61,4,21.0,0,10,920.0,2,1,0,0,0,0,0.0,0,0,0,0,148,10,0,6.577777778,0,2,0,0,0,0,0,0,460.0,0.0,3,5,11,7,4,11.0,44.0,0,10,6,60.0,21,14,25,42,36,32.72727273,16,239,93,332,16,0,510,9,4,0,justin kluivert,Justin Kluivert,26.0,€28.00m,AFC Bournemouth,Netherlands,28000000.0,17.147715103853763,676.0,10.222222222222221,0.19565198251436494,0.0,0.22003021953565483,0.14876907772590223,13978125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16995908.0,-11004092.0
Enes Ünal,Bournemouth,F,0,0,0.0,11,0,0.0,18,11,29,65.90909091,7,20.0,28,20,0,0,0,5,0,2,4,0,10,0,0,7,0,44,0,0,0.06224973,1.894,6,0,7.692307692,0,1,1,0.0,7,30.43478261,0,0,0,2395076,15,0,0.0,1,0,223.0,2,0,0,0,0,0,0.0,0,0,0,0,37,1,0,6.45625,0,0,0,0,0,0,0,0,223.0,0.0,4,9,4,7,2,1.0,25.0,0,1,1,100.0,0,0,4,2,14,24.13793103,0,33,11,44,13,0,107,6,1,0,enes ünal,Enes Ünal,28.0,€5.00m,AFC Bournemouth,Türkiye,5000000.0,15.424948670398354,784.0,2.477777777777778,0.4035858151245129,0.0,0.7643915338458275,0.025123108023330846,13978125.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5504875.5,504875.5
Julio Soler,Bournemouth,D,0,0,0.0,4,0,0.0,15,5,20,86.95652174,0,0.0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0.00502714,0.0,2,0,0.0,0,0,0,0.0,3,50.0,0,0,0,2261017,3,0,0.0,0,0,34.0,0,0,0,0,0,0,0.0,0,0,0,0,6,0,0,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,1,0,0.0,0,0,0,2,3,50.0,2,16,7,23,0,0,31,2,0,0,julio soler,Julio Soler,20.0,€3.50m,AFC Bournemouth,Argentina,3500000.0,15.068273812173887,400.0,0.37777777777777777,0.0,0.0,0.0,0.013306783055742642,13978125.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3279405.0,-220595.0
Mikkel Damsgaard,Brentford,M,42,25,27.77777778,288,32,39.50617284,463,203,666,77.35191638,17,38.63636364,27,30,4,0,0,122,12,3,5,3,14,0,0,31,40,144,0,1,4.77640038,2.5888,19,0,14.28571429,0,4,8,0.0,85,42.07920792,1,0,1,2163585,195,22,38.0,0,22,1902.0,3,3,0,0,0,0,0.0,0,0,0,0,382,23,0,7.01,0,3,0,0,0,0,0,0,475.5,0.0,1,17,11,12,11,15.0,34.09090909,0,50,30,60.0,38,83,44,90,102,41.46341463,81,624,237,861,28,2,1291,21,0,0,mikkel damsgaard,Mikkel Damsgaard,25.0,€24.00m,Brentford FC,Denmark,24000000.0,16.993564429978885,625.0,21.133333333333333,0.1892743583875276,0.1892743583875276,0.12249836474840785,0.22601252933161073,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25111428.0,1111428.0
Mathias Jensen,Brentford,M,88,37,31.62393162,274,88,56.77419355,499,323,822,81.6285998,7,25.92592593,20,33,1,0,0,101,11,2,9,4,30,0,0,20,27,99,0,2,5.74924033,2.2193,18,0,11.11111111,0,3,4,0.0,68,46.2585034,0,0,1,2143700,185,18,31.0,0,23,2041.0,2,4,0,2,0,0,0.0,0,0,0,0,354,7,0,7.003030303,0,3,0,0,0,0,0,0,680.3333333,0.0,2,9,18,10,8,18.0,56.25,0,38,23,60.52631579,29,143,32,117,75,43.10344828,155,643,364,1007,27,0,1443,12,3,0,mathias jensen,Mathias Jensen,29.0,€9.00m,Brentford FC,Denmark,9000000.0,16.012735246411598,841.0,22.677777777777777,0.13228803573775985,0.044096011912586615,0.09786227923760348,0.2535185700800034,16000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12287872.0,3287872.0
Vitaly Janelt,Brentford,M,37,16,30.18867925,145,40,49.38271605,304,317,621,86.4902507,23,65.71428571,12,22,4,0,0,74,6,1,3,4,30,0,0,5,16,56,1,0,1.87983045,0.9081,17,0,8.333333333,0,1,5,0.0,38,46.34146341,1,0,1,2292049,97,29,19.0,0,13,1267.0,0,8,0,0,0,0,0.0,0,0,0,0,160,5,0,6.986363636,0,0,0,0,0,0,0,0,1267.0,0.0,0,6,6,6,3,4.0,40.0,0,24,15,62.5,19,65,10,53,61,52.13675214,81,374,344,718,12,2,964,12,7,0,vitaly janelt,Vitaly Janelt,27.0,€15.00m,Brentford FC,Germany,15000000.0,16.52356082573315,729.0,14.077777777777778,0.0710338879790851,0.2841355519163404,0.06450587367380718,0.13353166560497315,16000000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16276209.0,1276209.0
Igor Thiago,Brentford,F,26,7,46.66666667,135,12,57.14285714,239,164,403,69.36316695,104,38.37638376,167,35,1,0,1,89,5,19,16,9,58,0,0,40,14,295,0,2,1.81774239,20.22,64,0,27.84810127,0,22,23,0.0,85,39.90610329,2,0,2,2143738,178,11,22.0,6,34,3014.0,22,5,0,0,9,0,88.88888889,0,8,0,0,355,15,0,6.974285714,0,14,0,0,0,0,0,0,137.0,0.0,0,75,4,22,41,29.0,59.18367347,0,34,20,58.82352941,22,37,49,15,189,39.04958678,21,379,202,581,79,6,1117,24,7,0,igor thiago,Igor Thiago,24.0,€12.00m,Brentford FC,Brazil,12000000.0,16.300417291085605,576.0,33.48888888888889,0.6569341104045456,0.0298606413820248,0.6037821687445415,0.054278953632694665,16000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10961982.0,-1038018.0
Michael Kayode,Brentford,D,23,14,26.41509434,177,34,43.58974359,380,527,907,85.16431925,40,60.60606061,26,34,1,0,0,153,4,1,4,8,95,0,0,30,18,140,1,2,2.72146603,1.1757,23,0,11.11111111,0,1,2,0.0,156,57.77777778,1,0,0,2143694,158,37,33.0,0,34,2994.0,1,12,1,1,0,2,0.0,0,0,0,0,482,5,0,6.897058824,0,0,0,0,0,0,0,0,2994.0,0.0,0,8,1,2,3,48.0,51.06382979,0,61,41,67.21311475,32,39,94,53,196,58.33333333,78,478,587,1065,9,0,2035,47,7,0,michael kayode,Michael Kayode,20.0,€12.00m,Brentford FC,Italy,12000000.0,16.300417291085605,400.0,33.266666666666666,0.03006011120437539,0.03006011120437539,0.035341672742984144,0.08180757150073001,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19599818.0,7599818.0
Dango Ouattara,Brentford,M,12,18,17.82178218,118,16,44.44444444,201,81,282,62.80623608,46,47.91666667,50,29,3,0,0,82,11,12,14,1,47,0,0,27,17,173,0,0,3.94025209,6.2739,26,0,10.41666667,0,5,8,0.0,79,39.10891089,0,0,1,2163576,167,23,25.0,5,23,2077.0,8,0,0,0,0,0,0.0,0,0,0,5,405,9,0,6.831034483,0,0,0,0,0,0,0,0,415.4,0.0,0,37,11,17,17,21.0,28.0,0,23,12,52.17391304,25,28,75,101,125,41.94630872,36,335,114,449,48,2,984,35,5,0,dango ouattara,Dango Ouattara,23.0,€25.00m,AFC Bournemouth,Burkina Faso,25000000.0,17.034386422832473,529.0,23.07777777777778,0.21665854839061455,0.12999512903436874,0.27185881334957535,0.17073785962249702,13978125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12994729.0,-12005271.0
Sepp van den Berg,Brentford,D,20,0,0.0,94,53,51.96078431,319,905,1224,88.43930636,135,67.83919598,64,30,1,0,0,106,4,4,3,8,185,0,0,4,6,87,2,2,0.96942579,2.9434,14,0,0.0,29,0,1,0.0,31,57.40740741,0,0,0,2143698,160,29,6.0,0,29,2663.0,0,22,0,0,0,0,0.0,0,0,0,0,179,1,0,6.823333333,0,0,0,0,0,0,0,0,0.0,0.0,0,21,1,12,7,1.0,100.0,0,19,8,42.10526316,6,38,1,0,166,65.61264822,102,427,957,1384,22,0,1754,11,2,0,sepp van den berg,Sepp van den Berg,23.0,€18.00m,Brentford FC,Netherlands,18000000.0,16.705882371415992,529.0,29.58888888888889,0.0,0.033796458724441286,0.09947649660952049,0.032763158698143884,16000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13416998.0,-4583002.0
Kevin Schade,Brentford,M,9,5,23.80952381,140,6,37.5,237,102,339,68.34677419,81,51.59235669,76,32,3,0,1,90,7,13,10,5,28,0,1,44,9,217,0,0,2.07518016,11.0558,43,0,13.7254902,0,7,10,0.0,99,41.25,2,0,4,2143742,157,18,29.0,1,30,2550.0,9,3,0,1,1,0,0.0,0,0,0,2,357,10,0,6.79375,1,4,0,0,0,0,0,0,364.2857143,0.0,0,50,1,19,22,20.0,29.41176471,0,38,23,60.52631579,28,22,68,21,180,45.34005038,16,362,134,496,51,1,1012,42,6,0,kevin schade,Kevin Schade,23.0,€25.00m,Brentford FC,Germany,25000000.0,17.034386422832473,529.0,28.333333333333332,0.24705873633221073,0.10588231557094745,0.3902045681630936,0.0732416268558964,16000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23284462.0,-1715538.0
